RefID,PMID,Title,Authors,Journal,Year,accession
83,,Prevalence of crimean congo hemorrhagic fever virus (cchfv) in ixodid ticks in a hyper endemic region in turkey,"Bursali A., Dundar E., Ekici M., Mutluay N., Ozkan M., Tekin S."," Biology Department, Balikesir Universitey, Balikesir Universitesi FEF Biyoloji, Balikesir 10145, Turkiye, Unpublished",2009,"GU324989, GU324990, GU324991, GU324992, GU324993, GU324994"
84,16050511,Molecular epidemiology of african and asian crimean-congo haemorrhagic fever isolates,"Burt F., Swanepoel R."," Special Pathogens Unit, National Institute for Communicable Diseases, Modderfontein Road, Johannesburg, South Africa, Epidemiol. Infect. 133 (4), 659-666 (2005)",2005,"AY905625, AY905626, AY905627, AY905628, AY905629, AY905630, AY905631, AY905632, AY905633, AY905634, AY905635, AY905636, AY905637, AY905638, AY905639, AY905640, AY905641, AY905642, AY905643, AY905644, AY905645, AY905646, AY905647, AY905648, AY905649, AY905650, AY905651, AY905652, AY905653, AY905654, AY905655, AY905656, AY905657, AY905658, AY905659, AY905660, AY905661, AY905662, AY905663"
85,25255381,"Crimean-congo hemorrhagic fever virus clades v and vi (europe 1 and 2) in ticks in kosovo, 2012","Ahmeti S., Cadar D., Emmerich P., Jakupi X., Krueger A., Kruger A., Muji S., Robaj A., Sherifi K."," Division of Arbovirology, Bernhard Nocht Institute for Tropical Medicine WHO Collaborating Centre for Arbovirus and Haemorrhagic Fever Reference and Rese, Bernhard-Nocht 74, Hamburg 20359, Germany, PLoS Negl Trop Dis 8 (9), E3168 (2014)",2014,"KJ545665, KJ545666, KJ545667, KJ545668, KJ545669, KJ545670, KJ545671, KJ545672, KJ545673, KJ545674, KJ545675, KJ545676, KJ545677, KJ545678, KJ545679, KJ545680, KJ545681, KJ545682, KJ545683, KJ545684, KJ545685, KJ545686, KJ545687, KJ545688, KJ545689, KJ545690, KJ545691, KJ545692, KJ545693, KJ545694, KJ545695, KJ545696, KJ545697, KJ545698, KJ545699, KJ545700, KJ545701, KJ545702, KJ545703, KJ545704"
86,28836897,"Genomic characterization of crimean-congo hemorrhagic fever virus in hyalomma tick from spain, 2014","Barrett A., Bente D., Cajimat M., Estrada-pena A., Habela M., Ksiazek T., Negredo A., Rodriguez S., Schuster I., Swetnam D."," Pathology, University of Texas Medical Branch - Galveston, 301 University Blvd., Galveston, TX 77555-0610, USA, Vector Borne Zoonotic Dis. (2017) In press",2017,"MF547415, MF547416, MF547417"
87,32097111,"Crimean-congo hemorrhagic fever virus endemicity in united arab emirates, 2019","Ahmed D., Babiker M., Camp J., Howarth B., Karuvantevida N., Khafaga T., Kolodziejek J., Loney T., Mazrooei H., Nowotny N., Osman B., Shah M., Sher shah M., Weidinger P., Wolf N."," Institute of Virology, University of Veterinary Medicine Vienna, Veterinaerplatz 1, Vienna 1210, Austria, Emerging Infect. Dis. 26 (5) (2020) In press","2019, 2020","MN516481, MN516482, MN516483, MN516484, MN516485, MN516486, MN516487, MN516488"
88,34424177,"Association of dromedary camels and camel ticks with reassortant crimean-congo hemorrhagic fever virus, united arab emirates","Abou tayoun A., Camp J., Kannan D., Karuvantevida N., Kolodziejek J., Loney T., Nowotny N., Osman B., Ramaswamy S., Weidinger P., Wolf N."," Center for Virology, Medical University of Vienna, Kinderspitalgasse 15, Vienna 1090, Austria, Emerg Infect Dis 27 (9), 2471-2474 (2021)",2021,"MW548490, MW548491, MW548492, MW548493, MW548494, MW548495, MW548496, MW548497, MW548498, MW548499, MW548500, MW548501, MW548502, MW548503, MW548504"
89,,Direct Submission,"Bordi L., Capobianchi M., Carletti F., Castilletti C., Chiappini R., Di caro A., Ippolito G., Lalle E."," Biorepository, National Institute for Infectious Diseases, Via Portuense 292, Rome, RM 00149, Italy,  Virology, Laboratory, Via Portuense 292, Rome 00149, Italy",2008,"FJ445749, FJ472634"
90,25742932,First phylogenetic analysis of a crimean-congo hemorrhagic fever virus genome in naturally infected rhipicephalus appendiculatus ticks (acari: ixodidae),"Ahmadnia S., Azizi K., Chinikar S., Fakoorziba M., Jalali T., Khakifirouz S., Moemenbellah-fard M., Naddaf-sani A., Shah-hosseini N."," Laboratory of Arboviruses and Viral Hemorrhagic Fevers, Pasteur Institute of Iran, #69 Pasteur Ave, Tehran 1316943551, Iran, Arch. Virol. (2015) In press","2014, 2015","KP223318, KP223319, KP223320, KP223321"
91,,Direct Submission,"Bouzari S., Chinikar S., Jalali T., Mostafavi E., Shah-hosseini N., Shokrgozar M."," Arboviruses and Viral Haemorrhagic Fevers Laboratory (National Ref. Lab), Pasteur Institute of Iran, 69 Pasteur Ave, Tehran, Tehran 1316943551, Iran","2013, 2014",KF796639
92,27047968,Assessment of recombination in the s-segment genome of crimean-congo hemorrhagic fever virus in iran,"Bouzari S., Chinikar S., Groschup M., Jalali T., Khakifirouz S., Mostafavi E., Niedrig M., Nowotny N., Shah-hosseini N., Shokrgozar M."," Virology Department, Arboviruses and Viral Haemorrhagic Fevers Laboratory (National Ref. Lab), Pasteur Institute of Iran, 69 Pasteur Ave, Tehran, Iran, J Arthropod Borne Dis. 10 (1), 12-23 (2015)","2014, 2015","KJ027521, KJ027522, KJ196326, KJ485700, KJ566219, KJ676542"
93,22260737,"Crimean-congo hemorrhagic fever virus in ticks from imported livestock, egypt","Abdel-dayem M., Chisholm K., Dueger E., Fahmy N., Samaha H., Villinski J., Zayed A."," Vector Biology Research Program, NAMRU#3, 3A Imtedad Ramsis st., Cairo, Cairo 11517, Egypt, Emerging Infect. Dis. 18 (1), 181-182 (2012)","2011, 2012",JF706233
94,,Tick-borne arbovirus and rickettsiae surveillance at livestock markets and slaughterhouses in western kenya: implications for dissemination and human infection,"Bastos A., Chiuya T., Fevre E., Masiga D."," Mbbu, ICIPE, ICIPE Road, Nairobi 00100, Kenya, Unpublished",2019,"MN267048, MN267049"
95,19523314,"Crimean-congo hemorrhagic fever, southwestern bulgaria","Andonova L., Capobianchi M., Carletti F., Castilletti C., Christova I., Di caro A., Ippolito G., Kalvatchev N., Mohareb E., Papa A., Papadimitriou E., Rezza G."," Dept. of Microbiology, Medical School, Aristotle University of Thessaloniki, Thessaloniki, Greece, Emerging Infect. Dis. 15 (6), 983-985 (2009)","2008, 2009","FJ160262, FJ445749"
96,28870741,"A neonatal death associated with crimean-congo hemorrhagic fever (republic of kalmykia, russia, june 2016)","Blinova E., Bushkieva B., Dedkov V., Dzhambinov S., Galkina I., Kurdyukova O., Rudenko T., Safonova M., Sapotsky M., Shchelkanov M., Shipulin G."," Central Research Institute for Epidemiology, 3a, Novogireevskaya, Moscow 111123, Russian Federation, Antiviral Res. 146, 146-148 (2017)",2017,"KY982864, KY982865, KY982866, KY982867, KY982868, KY982869"
97,16912331,Crimean-congo hemorrhagic fever virus genomics and global diversity,"Deyde V., Khristova M., Ksiazek T., Nichol S., Rollin P."," Special Pathogens Branch, Biotechnology Core Facility Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30030, USA, J. Virol. 80 (17), 8834-8842 (2006)","2005, 2006","DQ211613, DQ211614, DQ211615, DQ211616, DQ211617, DQ211618, DQ211619, DQ211620, DQ211621, DQ211622, DQ211623, DQ211624, DQ211626, DQ211627, DQ211628, DQ211629, DQ211630, DQ211631, DQ211632, DQ211633, DQ211634, DQ211635, DQ211636, DQ211637, DQ211639, DQ211640, DQ211641, DQ211642, DQ211643, DQ211644, DQ211645, DQ211646, DQ211647, DQ211648, DQ211649, DQ211650"
98,28705183,"Generic amplification and next generation sequencing reveal crimean-congo hemorrhagic fever virus ap92-like strain and distinct tick phleboviruses in anatolia, turkey","Brinkmann A., Dincer E., Ergunay K., Foldes K., Hacioglu S., Hagedorn P., Hekimoglu O., Karapinar Z., Nitsche A., Oguz B., Orunc kilinc O., Ozer N., Ozkul A., Polat P."," Department of Medical Microbiology Virology Unit, Hacettepe University Faculty of Medicine, Morphology Building 3rd floor, Ankara, Sihhiye 06100, Turkey, Parasit Vectors 10 (1), 335 (2017)",2017,"KY963540, KY963541, KY963542, KY963543, KY963544, KY979162, KY979163, KY979164"
99,35133905,"Several tick-borne pathogenic viruses in circulation in anatolia, turkey","Dincer E., Ekinci M., Ergunay K., Oguz B., Polat C., Sahan A., Sahindokuyucu I., Timurkan M."," Department of Medical Microbiology, Hacettepe University, Faculty of Medicine, Sihhiye, Ankara 06100, Turkey, Vector Borne Zoonotic Dis 22 (2), 148-158 (2022)","2021, 2022","MZ852759, MZ852760, MZ852761, MZ852762, MZ852763"
100,11880460,Crimean-congo hemorrhagic fever in kosovo,"Drosten C., Emmerich P., Laue T., Minnak D., Reinicke T., Schmitz H."," Virology, Bernhard-Nocht Inst. of Tropical Medicine, Bernhard-Nocht Str. 74, Hamburg 20359, Germany, J. Clin. Microbiol. 40 (3), 1122-1123 (2002)","2001, 2002",AF404507
101,18197964,The complete genome sequence of a crimean-congo hemorrhagic fever virus isolated from an endemic region in kosovo,"Ahmeti S., Avsic-zupanc T., Dedushaj I., Duh D., Hafner-bratkovic I., Khristova M., Nichol S., Petrovec M., Saksida A."," Virology, Institute of Microbiology and Immunology, Zaloska 4, Ljubljana 1000, Slovenia, Virol. J. 5, 7 (2008)","2007, 2008","EU037902, EU044832"
102,16343650,Novel one-step real-time rt-pcr assay for rapid and specific diagnosis of crimean-congo hemorrhagic fever encountered in the balkans,"Avsic-zupanc T., Dedushaj I., Duh D., Petrovec M., Saksida A."," Virology, Institute of Microbiology and Immunology, Zaloska 4, Ljubljana 1000, Slovenia, J. Virol. Methods 133 (2), 175-179 (2006)","2005, 2006",DQ133507
103,21672268,"A nosocomial transmission of crimean-congo hemorrhagic fever to an attending physician in north kordufan, sudan","Aradaib I., Elageb R., Elata A., Elbashir M., Eltom K., Hussain M., Hussein M., Karsany M."," Clincal Medicine, University of Khartoum, Al Kareb, Khartoum North 11111, Sudan, Virol. J. 8 (1), 303 (2011)","2010, 2011",HQ829854
104,30006045,"Viral metagenomics, genetic and evolutionary characteristics of crimean-congo hemorrhagic fever orthonairovirus in humans, kosovo","Ahmeti S., Berisha L., Cadar D., Emmerich P., Gunther S., Halili B., Jakupi X., Schmidt-chanasit J., Von possel R."," Virology, Bernhard Nocht Institute for Tropical Medicine, Bernhard-Nocht-Str. 74, Hamburg 20359, Germany, Infect. Genet. Evol. 65, 6-11 (2018)",2018,"MH133277, MH133278, MH133279, MH133280, MH133281, MH133282, MH133283, MH133284, MH133285, MH133286, MH133287, MH133288, MH133289, MH133290, MH133291, MH133292, MH133293, MH133294, MH133295, MH133296, MH133297, MH133298, MH133299, MH133300, MH133301, MH133302, MH133303, MH133304, MH133305, MH133306, MH133307, MH133308, MH133309, MH133310, MH133311, MH133312"
105,37323891,Impact of nanopore-based metagenome sequencing on tick-borne virus detection,"Achee N., Bourke B., Dincer E., Ergunay K., Gokcecik O., Grieco J., Jiang L., Justi S., Liao H., Linton Y., Nelson S., Oguz B., Reinbold-wasson D., Sahindokuyucu I., Timurkan M."," Department of Medical Microbiology Virology Unit, Hacettepe University Faculty of Medicine, Morphology Building 3rd Floor, Ankara 06100, Turkey, Front Microbiol 14, 1177651 (2023)","2022, 2023","OP432043, OP432044, OP432045"
106,24630756,Antibody responses and viral load in patients with crimean-congo hemorrhagic fever: a comprehensive analysis during the early stages of the infection,"Bulut C., Demiroz A., Ergunay K., Kinikli S., Kocak tufan Z., Ozkul A."," Department of Medical Microbiology Virology Unit, Hacettepe University Faculty of Medicine, Morphology Building 3rd floor Sihhiye, Ankara 06100, Turkey, Diagn. Microbiol. Infect. Dis. 79 (1), 31-36 (2014)","2013, 2014","KF705526, KF705527, KF705528, KF705529, KF705530, KF705531, KF705532, KF705533, KF705534, KF705535, KF705536"
107,22022629,Re-emergence of crimean-congo hemorrhagic fever virus in central africa,"De lamballerie X., Drexler F., Drexler J., Drosten C., Fair J., Gilda G., Grard G., Leroy E., Muyembe J., Wolfe N."," Centre International de Recherches Medicales de Franceville, Franceville BP 769, Gabon, PLoS Negl Trop Dis 5 (10), E1350 (2011)",2011,"HQ849545, HQ849546"
108,24786748,Next-generation sequencing of southern african crimean-congo haemorrhagic fever virus isolates reveals a high frequency of m segment reassortment,"Bester P., Burt F., Goedhals D., Paweska J., Swanepoel R."," Medical Microbiology and Virology, National Health Laboratory Services/University of the Free State, DF Malherbe Drive, Francois Retief Building, Bloemfontein, Free State 9300, South Africa, Epidemiol. Infect. (2014) In press",2014,"KJ682795, KJ682796, KJ682797, KJ682798, KJ682799, KJ682800, KJ682801, KJ682802, KJ682803, KJ682804, KJ682805, KJ682806, KJ682807, KJ682808, KJ682809, KJ682810, KJ682811, KJ682812, KJ682813, KJ682814, KJ682815, KJ682816, KJ682817, KJ682818, KJ682819, KJ682820, KJ682821, KJ682822, KJ682823, KJ682824"
109,,"Identification and phylogenetic analysis of the latest isolated crimean-congohemorrhagic fever virus in xinjiang, china","Deng F., Guo R., Liu D., Liu J., Shen S., Shi J., Su Z., Wang Q., Yang J., Zhang Y."," Wuhan Institute of Virology, China Academy of Science, Xiaohongshan District No. 44, Wuhan, Hubei 430071, China, Unpublished",2016,"KY354080, KY354081, KY354082"
110,29936152,Favipiravir (t-705) but not ribavirin is effective against two distinct strains of crimean-congo hemorrhagic fever virus in mice,"Feldmann F., Feldmann H., Furuta Y., Gowen B., Haddock E., Hanley P., Hawman D., Komeno T., Meade-white K., Rosenke K., Williamson B."," Laboratory of Virology, Rocky Mountain Labs NIH/NIAD, 903 S 4th St, Hamilton, MT 59840, USA, Antiviral Res. 157, 18-26 (2018)",2018,"MH483984, MH483985, MH483986, MH483987, MH483988, MH483989"
111,34061841,Serologic and molecular evidence for circulation of crimean-congo hemorrhagic fever virus in ticks and cattle in zambia,"Arikawa J., Dautu G., Eto Y., Fukushi S., Furumoto H., Hang'ombe B., Kabilika S., Kajihara M., Monze M., Mori-kajihara A., Morikawa S., Mukonka V., Mweene A., Nakao R., Orba Y., Qiu Y., Saasa N., Saijo M., Sawa H., Simulundu E., Simuunza M., Takada A., Yoshimatsu K."," Contact:Masahiro Kajihara Hokkaido University, Research Center for Zoonosis Control; Kita 20 Nishi 10, Kita-ku, Sapporo, Hokkaido 001-0020, Japan URL :http://www.czc.hokudai.ac.jp/en/index.html, PLoS Negl Trop Dis 15 (6), e0009452 (2021)","2020, 2021","LC534898, LC534899, LC534900, LC534901, LC534902, LC534903, LC534904, LC534905, LC534906, LC534907, LC534908, LC534909, LC534910"
112,26812469,"Ap92-like crimean-congo hemorrhagic fever virus in hyalomma aegyptium ticks, algeria","Kautman M., Papa A., Siroky P., Tiar G."," Department of Biology and Wildlife Diseases, University of Veterinary and Pharmaceutical Sciences Brno, Palackeho trida 1/3, Brno 612 42, Czech Republic, Emerging Infect. Dis. 22 (2), 354-356 (2016)","2015, 2016","KT599097, KT599098"
113,,Genetic diversity of crimean-congo hemorraghic fever virus in russia,"Butenko A., Gmyl A., Gordeychuk I., Isaeva O., Klimentov A., Larichev V."," Chumakov Institute of Poliomyelitis and Viral Encephalitides, 27 km Kievskogo shosse, Moscow 142782, Russia, Unpublished",2016,"KX056050, KX056051, KX056052, KX056053, KX056054, KX056055, KX056056, KX056057, KX056058, KX056059, KX056060, KX056061"
114,25062428,"Role of migratory birds in spreading crimean-congo hemorrhagic fever, turkey","Acici M., Erciyas-yavuz K., Eroglu C., Hokelek M., Leblebicioglu H., Yilmaz H."," Medical Microbiology, Ondokuz Mayis University Medical Faculty, Atakum, Samsun, Black See 55139, Turkey, Emerging Infect. Dis. 20 (8), 1331-1334 (2014)","2013, 2014","KF727976, KF727977"
115,,Genetic characterization of the s and m segments of crimean congo hemorrhagic fever virus strains isolated in iran,"Chinikar S., Li Q., Lundkvist K., Nilsson M., Nordstrom H., Plyusnin A."," Centre for Microbiological Preparedness, Swedish Institute for Infectious Disease Control, Nobelsvag 18, Solna 171 82, Sweden, Unpublished",2006,"DQ446212, DQ446213, DQ446214, DQ446215, DQ446216"
116,,Direct Submission,"Li Y., Yan C."," Key Laboratory of Jilin Province for Zoonosis Prevention and Control, Military Veterinary Institute, Rd. Liuying West 666, Changchun, Jilin 130122, China",2019,"MN832721, MN832722, MN832723, MN832724"
117,,Identification of diverse viruses in upper respiratory samples in dromedary camels from united arab emirates,"Al hammadi Z., Al hosani F., Al muhairi S., Eltahir Y., Gerber S., Hall A., Khalafalla A., Li Y., Paden C., Queen K., Tao Y., Tong S., Yusof M."," Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA, Unpublished",2017,MF593474
118,27880794,Phylogeography of crimean congo hemorrhagic fever virus,"Drexler J., Dzagurova T., Gmyl A., Klimentov A., Lukashev A., Smirnova S."," Chumakov Institute of Poliomyelitis and Viral Encephalitides, 27 km Kievskogo shosse, Moscow 142782, Russia, PLoS ONE 11 (11), E0166744 (2016)",2016,"KX013444, KX013445, KX013446, KX013447, KX013448, KX013449, KX013450, KX013451, KX013452, KX013453, KX013454, KX013455, KX013456, KX013457, KX013458, KX013459, KX013460, KX013461, KX013462, KX013463, KX013464, KX013465, KX013466, KX013467, KX013468, KX013469, KX013470, KX013471, KX013472, KX013473, KX013474, KX013475, KX013476, KX013477, KX013478, KX013479, KX013480, KX013481, KX013482, KX013483, KX013484, KX013485, KX013486, KX013487, KX013488"
119,,"Detection of a non-fatal case of crimean-congo haemorrhagic fever imported into the uk (ex bulgaria), june 2014","Aarons E., Atkinson B., Brooks T., Dowall S., Glover S., Hewson R., Lumley S., Nijjar M., Petridou C., Simpson A., Staplehurst S."," Research, Public Health England, Porton Down, Salisbury, Wilts SP40JG, UK, Unpublished",2014,KM201260
120,,"Molecular phylogenetic study on s-segment of crimean-congo hemorrhagic fever (cchf) virus genome isolated from ticks in in west azerbaiajan and sistan and baluchestan provinces, iran, 2010","Ghalyanchi langrodi A., Langeroudi A., Majidzadeh K., Morovvati A., Razmyar J., Soleimani M."," Tasnim Biotechnology Research Center, AJA University of Medical Science, West Fatemi St, Tehran, Tehran 1411718541, Iran, Int. J. Infect. Dis. 16, E258 (2012)","2011, 2012","JF798866, JF798867, JF798868, JF798869"
121,,First detection of crimean-congo haemorrhagic fever virus in tick from migratory birds in italy,"D'alessio S., Di domenico M., Di luca M., Goffredo M., Mancini G., Mancuso E., Marcacci M., Monaco F., Orsini M., Polci A., Spina F., Toma L."," Viral, Foreign Deseases of Animals, Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Via Campo Boario, Teramo, Abruzzo 64100, Italy, Unpublished",2018,"MH576575, MH595794"
122,8077915,Detection of human antibodies to crimean-congo haemorrhagic fever virus using expressed viral nucleocapsid protein,"Antoniadis A., Marriott A., Nuttall P., Polyzoni T."," Anthony C. Marriott, N.E.R.C. Institute of Virology and Environmental Microbiology, Mansfield Road, Oxford, OX1 3SR, UK, J. Gen. Virol. 75 (Pt 9), 2157-2161 (1994)",1994,U04958
123,,Genetic variation in the nucleoprotein gene of crimean-congo haemorrhagic fever virus,"Berthet F., Marriott A., Nuttall P., Zeller H."," Marriott A.C., NERC Institute of Virology & Environmental Microbiology, Mansfield Road, Oxford, OX1 3SR, United Kingdom, Unpublished",1994,"U15020, U15021, U15022, U15023, U15024, U15089, U15090, U15091, U15092, U15093"
124,,"Crimean congo hemorrhagic fever virus s segment sequence, strain matin","Hazlett L., Meissner J., Nichol S., Sato S., St. jeor S."," Microbiology, University of Nevada, Reno, MS200/FA310, Reno, NV 89557, USA, Unpublished",2002,AF527810
125,,Cchf in ardabil,"Habibzadeh S., Jeddi F., Mirzanejad-asl H., Mohammadi-ghalehbin B., Mohammadshahi J., Molaei S., Peeri doghaheh H., Soozangar N., Spotin A."," Parasitolgy and Mycology, Tabriz University od Medical Sceinces, Golgasht Ave, Tabriz, Iran, Tabriz, East Azerbijan 5166/15731, Iran, Unpublished",2023,"OR391530, OR391531, OR391532, OR391533, OR391534"
126,,"Detection of new crimean-congo hemorrhagic fever virus genotypes in ticks feeding on deer and wild boar, spain","Calero-bernal R., De la fuente J., Fernandez de mera I., Gortazar C., Habela M., Moraga fernandez A., Royo-hernandez L., Ruiz fons F."," Sanidad Animal, Instituto de Investigacion en Recursos Cinegeticos, Ronda de Toledo s/n, Ciudad Real 13071, Spain, Lancet (2019) In press","2018, 2019","MK297919, MK297920, MK297921, MK297922, MK297923, MK297924, MK297925, MK297926, MK297927, MK297928, MK297929, MK297930, MK297931, MK297932, MK297933, MK297934, MK297935, MK297936"
127,,"Health risks associated with argasid ticks, transmitted pathogens and blood parasites in european griffon vulture (gyps fulvus) nestlings in spain","De la fuente J., Fernandez de mera I., Margalida A., Martinez J., Moraga-fernandez A., Munoz-hernandez C., Oliva-vidal P., Sanchez-sanchez M."," Department of Science and Agroforestal Technology and Genetics, Institute for Game and Wildlife Research, Ronda Toledo 12, Ciudad Real, Ciudad Real 13005, Spain, Unpublished",2022,"OP951067, OP951068, OP951069"
128,12036327,Genetic diversity of the m rna segment among crimean-congo hemorrhagic fever virus isolates in china,"Kurane I., Morikawa S., Qing T., Saijo M., Tang Q., Xinqin Z."," Contact:Shigeru Morikawa National Institute of Infectious Diseases, Special Pathogens Laboratory; 4-7-1 Gakuen, Musashimurayama, Tokyo 208-0011, Japan URL :http://www.nih.go.jp, Virology 296 (1), 159-164 (2002)","2001, 2002","AB069669, AB069670, AB069671, AB069672, AB069673, AB069674, AB069675"
129,28700843,Autochthonous crimean-congo hemorrhagic fever in spain,"Arribas J., Astray-mochales J., Bermejo lopez E., Cornejo V., De la calle-prieto F., Delgado-jimenez P., Diaz-diaz D., Emmerich P., Fernandez-cruz A., Fernandez-diaz M., Figueira J., Fraile J., Garcia-arenzana N., Garcia-comas L., Keough-delgado E., Lasala F., Lopez perez L., Lopez-garcia M., Manzanares J., Martin-quiros A., Martinez de la gandara A., Menarguez J., Milla J., Mora-rillo M., Negredo A., Ordobas gavin M., Palencia-herrejon E., Ramirez de arellano E., Rodriguez-baena E., Rodriguez-fraga O., Sanchez-artola B., Sanchez-seco M., Schmidt-chanasit J., Trigo E."," Virology, Institute of Health 'Carlos III', Ctra pozuelo-Majadahonda Km 2, Majadahonda, Madrid 28220, Spain, N. Engl. J. Med. 377 (2), 154-161 (2017)",2017,"KY492289, KY492290"
130,,"Survey of crimean-congo hemorrhagic fever enzootic focus, spain, 2011-2015","Calero-bernal R., Estrada-pena A., Habela M., Labiod N., Lasala F., Lopez P., Negredo A., Ramirez de arellano E., Sanchez-seco P., Sarria A., Tenorio A."," Arbovirus and Imported Viral Diseases, National Center of Microbiology, Institute of Health Carlos III, Ctra. Majadahonda-Pozuelo, km2, Majadahonda, Madrid 28220, Spain, Emerging Infect. Dis. 25 (6) (2019) In press","2018, 2019","MH337845, MH337846, MH337847"
131,35076008,"Widespread detection of multiple strains of crimean-congo hemorrhagic fever virus in ticks, spain","De arellano E., Estrada-pe A., Jimenez M., Molina R., Negredo A., Olmeda A., Romero L., San miguel L., Sanchez-seco M., Sierra M., Valcarcel F."," Arbovirus and Imported Viral diseases, National Center of Microbiology, Institute of Health Carlos III, Ctra. Majadahonda-Pozuelo, km2, Majadahonda, Madrid 28220, Spain, Emerg Infect Dis 28 (2), 394-402 (2021)","2021, 2022","OK082060, OK082061, OK082062, OK082063, OK082064, OK082065, OK082066, OK082067, ON227355"
132,,"Occurrence of the neglected arboviruses in the astrakhan region of russia for 2018 season: the development of multiplex pcr assays and analysis of mosquitoes, ticks, and human blood sera","Akishkin V., Arjba T., Azarian A., Babaeva M., Bashkina O., Butenko A., Gintsburg A., Gushchin V., Kozlova A., Kuznetsova N., Larichev V., Nikeshina N., Nikiforova M., Rubalsky O., Shchetinin A., Tkachuk A., Vakalova E."," Pathogenic Microorganisms Variability Lab, N.F. Gamaleya Research Center of Epidemiology and Microbiology, Gamaleya str., 16, Moscow 123098, Russia, Unpublished",2020,"MN987247, MN987248, MN987249"
133,,Outcome of the entomological monitoring for the crimean-congo haemorrhagic fever virus in the western and southern regions of kazakhstan in 2021-2022,"Nurmakhanov T., Sadovskaya V., Shevtsov A., Tokmurziyeva G., Tukhanova N., Turebekov N."," Laboratory of applied genetics, National center for biotechnology, Kazakhstan, Kurgalzhynskoye road, 13/5, Astana, Akmola Region 010000, Kazakhstan, Unpublished",2023,"OR633376, OR633377, OR633378"
134,36198315,"Crimean-congo hemorrhagic fever outbreak in refugee settlement during covid-19 pandemic, uganda, april 2021","Akurut G., Balinandi S., Baluku J., Cossaboom C., Kamugisha K., Klena J., Kyondo J., Lutwama J., Mulei S., Namanya D., Nyakarahuka L., Shoemaker T., Telford C., Tumusiime A., Whitmer S."," Viral Special Pathogens Branch, The Centers for Disease Control and Prevention, 1600 Clifton Rd., Atlanta, GA 30333, USA, Emerg Infect Dis 28 (11) (2022) In press","2021, 2022","OL690430, OL690431"
135,21035389,Complete sequence and phylogenetic characterisation of crimean-congo hemorrhagic fever virus from afghanistan,"Allan P., Conger N., Gabriel M., Gunther S., Meyer M., Olschlager S., Osborn E., Schmidt-chanasit J."," Virology, Bernhard-Nocht-Institut for Tropical Medicine, Bernhard-Nocht-Strasse 74, Hamburg 20359, Germany, J. Clin. Virol. 50 (1), 90-92 (2011)","2010, 2011","HM452305, HM452306, HM452307"
136,,"Transmission dynamics of crimean congo haemorrhagic fever virus (cchfv); evidence of circulation in humans, livestock, and rodents in diverse ecologies in kenya","Junglen S., Kopp A., Ogola E., Omoga D., Osalla J., Sang R., Slothouwer I., Tchouassi D., Torto B., Venter M."," Human Health, ICIPE, ICIPE Road, off Kasarani Road, Nairobi 00100, Kenya, Unpublished",2023,"OQ357265, OQ357266, OQ357267, OQ357268, OQ357269, OQ357270, OQ357271, OQ357272"
137,27692336,Ticks threatening lineage of anatolian wild sheep (ovis gmelinii anatolica) and determination of their tick-borne pathogens,"Emir H., Karaer Z., Orkun O."," Parasitology, Ankara University, Ankara 06110, Turkey, Vet. Parasitol. 228, 77-84 (2016)","2015, 2016",KT851448
138,,Direct Submission,"Aktas M., Altay K., Aydin K., Koksal I., Ozdarendeli A., Tonbak S."," Virology, Firat University, Veterinary Medicine, Elazig 23119, Turkey",2006,"EF189740, EF189741, EF189742, EF189743, EF189744, EF189745, EF189746, EF189747, EF189748, EF189749, EF189750, EF189751, EF189752, EF189753"
139,,Genetic analysis of s gene of cchfv in humans in turkey,"Aydin K., Koksal I., Ozdarendeli A., Tonbak S."," Virology, Firat University, Firat, Elazig 23119, Turkey, Unpublished",2007,"EF432639, EF432640, EF432641, EF432642, EF432643, EF432644, EF432645, EF432646, EF432647, EF432648, EF432649, EF432650, EF432651, EF432652, EF432653"
140,19941917,The complete genome analysis of crimean-congo hemorrhagic fever virus isolated in turkey,"Aktas M., Aydin K., Berber E., Bolat Y., Buzgan T., Canakoglu N., Ertek M., Kalkan A., Ozdarendeli A., Tonbak S."," Virology, Firat University, Veterinary Medicine, Elazig 23119, Turkey, Virus Res. 147 (2), 288-293 (2010)","2009, 2010","GQ337053, GQ337054, GQ337055"
141,28827176,Crimean-congo hemorrhagic fever virus in ticks collected from livestock in albania,"Bino S., Chaligiannis I., Giadinis N., Kadiaj P., Kontana A., Kota M., Melidou A., Papa A., Papadopoulou E., Pappa S., Sotiraki S., Tsioka K., Velo E."," A' Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece, Infect. Genet. Evol. (2017) In press",2017,"MF004261, MF004262, MF004263, MF004264, MF004265, MF004266, MF004267, MF612174, MF612175, MF612176, MF612177, MF612178, MF612179, MF612180, MF612181, MF780718, MF780719, MF780720, MF780721, MF780722, MF780723, MG516211, MG516212, MG516213"
